"type1","type2","total","hp","attack","defense","sp_attack","sp_defense","speed","generation","legendary","type1_scaled","type2_scaled","total_scaled","hp_scaled","attack_scaled","defense_scaled","sp_attack_scaled","sp_defense_scaled","speed_scaled","generation_scaled"
19,7,314,44,48,65,50,64,43,1,0,1.0,0.4117647058823529,0.1463157894736842,0.16929133858267717,0.23243243243243245,0.2448979591836735,0.21739130434782608,0.19130434782608696,0.19487179487179487,0.125
19,7,405,59,63,80,65,80,58,1,0,1.0,0.4117647058823529,0.24210526315789474,0.2283464566929134,0.31351351351351353,0.30612244897959184,0.29891304347826086,0.2608695652173913,0.2717948717948718,0.125
19,7,530,79,83,100,85,105,78,1,0,1.0,0.4117647058823529,0.37368421052631573,0.30708661417322836,0.42162162162162165,0.3877551020408163,0.4076086956521739,0.3695652173913044,0.37435897435897436,0.125
19,7,630,79,103,120,135,115,78,1,0,1.0,0.4117647058823529,0.47894736842105257,0.30708661417322836,0.5297297297297299,0.46938775510204084,0.6793478260869564,0.41304347826086957,0.37435897435897436,0.125
0,17,530,79,83,100,85,105,78,1,0,0.0,1.0,0.37368421052631573,0.30708661417322836,0.42162162162162165,0.3877551020408163,0.4076086956521739,0.3695652173913044,0.37435897435897436,0.125
1,7,195,45,30,35,20,20,45,1,0,0.05263157894736842,0.4117647058823529,0.02105263157894738,0.1732283464566929,0.13513513513513514,0.12244897959183676,0.05434782608695652,0.0,0.20512820512820515,0.125
1,7,205,50,20,55,25,25,30,1,0,0.05263157894736842,0.4117647058823529,0.03157894736842107,0.19291338582677164,0.08108108108108109,0.20408163265306126,0.08152173913043478,0.021739130434782608,0.12820512820512822,0.125
1,7,395,60,45,50,90,80,70,1,0,0.05263157894736842,0.4117647058823529,0.23157894736842108,0.23228346456692914,0.21621621621621623,0.1836734693877551,0.43478260869565216,0.2608695652173913,0.3333333333333333,0.125
1,7,395,60,45,50,90,80,70,1,0,0.05263157894736842,0.4117647058823529,0.23157894736842108,0.23228346456692914,0.21621621621621623,0.1836734693877551,0.43478260869565216,0.2608695652173913,0.3333333333333333,0.125
1,13,195,40,35,30,20,20,50,1,0,0.05263157894736842,0.7647058823529411,0.02105263157894738,0.15354330708661418,0.16216216216216217,0.10204081632653061,0.05434782608695652,0.0,0.23076923076923075,0.125
1,13,205,45,25,50,25,25,35,1,0,0.05263157894736842,0.7647058823529411,0.03157894736842107,0.1732283464566929,0.10810810810810811,0.1836734693877551,0.08152173913043478,0.021739130434782608,0.15384615384615385,0.125
1,13,395,65,90,40,45,80,75,1,0,0.05263157894736842,0.7647058823529411,0.23157894736842108,0.25196850393700787,0.4594594594594595,0.14285714285714288,0.19021739130434784,0.2608695652173913,0.358974358974359,0.125
1,13,495,65,150,40,15,80,145,1,0,0.05263157894736842,0.7647058823529411,0.33684210526315783,0.25196850393700787,0.7837837837837838,0.14285714285714288,0.027173913043478264,0.2608695652173913,0.717948717948718,0.125
14,7,251,40,45,40,35,35,56,1,0,0.7368421052631579,0.4117647058823529,0.07999999999999999,0.15354330708661418,0.21621621621621623,0.14285714285714288,0.1358695652173913,0.06521739130434784,0.2615384615384615,0.125
14,7,349,63,60,55,50,50,71,1,0,0.7368421052631579,0.4117647058823529,0.1831578947368421,0.2440944881889764,0.2972972972972973,0.20408163265306126,0.21739130434782608,0.13043478260869565,0.3384615384615384,0.125
14,7,479,83,80,75,70,70,101,1,0,0.7368421052631579,0.4117647058823529,0.31999999999999995,0.3228346456692913,0.40540540540540543,0.2857142857142857,0.3260869565217391,0.2173913043478261,0.49230769230769234,0.125
14,7,579,83,80,80,135,80,121,1,0,0.7368421052631579,0.4117647058823529,0.4252631578947368,0.3228346456692913,0.40540540540540543,0.30612244897959184,0.6793478260869564,0.2608695652173913,0.5948717948717949,0.125
14,7,253,30,56,35,25,35,72,1,0,0.7368421052631579,0.4117647058823529,0.08210526315789476,0.11417322834645668,0.2756756756756757,0.12244897959183676,0.08152173913043478,0.06521739130434784,0.3435897435897436,0.125
2,12,253,30,56,35,25,35,72,7,0,0.10526315789473684,0.7058823529411764,0.08210526315789476,0.11417322834645668,0.2756756756756757,0.12244897959183676,0.08152173913043478,0.06521739130434784,0.3435897435897436,0.875
14,7,413,55,81,60,50,70,97,1,0,0.7368421052631579,0.4117647058823529,0.2505263157894737,0.2125984251968504,0.41081081081081083,0.22448979591836737,0.21739130434782608,0.2173913043478261,0.4717948717948718,0.125
2,12,413,75,71,70,40,80,77,7,0,0.10526315789473684,0.7058823529411764,0.2505263157894737,0.29133858267716534,0.3567567567567568,0.2653061224489796,0.16304347826086957,0.2608695652173913,0.3692307692307692,0.875
14,7,262,40,60,30,31,31,70,1,0,0.7368421052631579,0.4117647058823529,0.09157894736842107,0.15354330708661418,0.2972972972972973,0.10204081632653061,0.1141304347826087,0.04782608695652174,0.3333333333333333,0.125
14,7,442,65,90,65,61,61,100,1,0,0.7368421052631579,0.4117647058823529,0.28105263157894733,0.25196850393700787,0.4594594594594595,0.2448979591836735,0.2771739130434782,0.17826086956521742,0.4871794871794871,0.125
15,7,288,35,60,44,40,54,55,1,0,0.7894736842105263,0.4117647058823529,0.11894736842105261,0.13385826771653545,0.2972972972972973,0.15918367346938778,0.16304347826086957,0.14782608695652175,0.2564102564102564,0.125
15,7,438,60,85,69,65,79,80,1,0,0.7894736842105263,0.4117647058823529,0.2768421052631579,0.23228346456692914,0.43243243243243246,0.2612244897959184,0.29891304347826086,0.2565217391304348,0.3846153846153846,0.125
4,7,320,35,55,40,50,50,90,1,0,0.21052631578947367,0.4117647058823529,0.15263157894736842,0.13385826771653545,0.2702702702702703,0.14285714285714288,0.21739130434782608,0.13043478260869565,0.4358974358974359,0.125
4,7,320,35,55,40,50,50,90,1,0,0.21052631578947367,0.4117647058823529,0.15263157894736842,0.13385826771653545,0.2702702702702703,0.14285714285714288,0.21739130434782608,0.13043478260869565,0.4358974358974359,0.125
4,7,485,60,90,55,90,80,110,1,0,0.21052631578947367,0.4117647058823529,0.3263157894736842,0.23228346456692914,0.4594594594594595,0.20408163265306126,0.43478260869565216,0.2608695652173913,0.5384615384615384,0.125
4,14,485,60,85,50,95,85,110,7,0,0.21052631578947367,0.8235294117647058,0.3263157894736842,0.23228346456692914,0.43243243243243246,0.1836734693877551,0.4619565217391304,0.28260869565217395,0.5384615384615384,0.875
12,7,300,50,75,85,20,30,40,1,0,0.631578947368421,0.4117647058823529,0.13157894736842105,0.19291338582677164,0.3783783783783784,0.326530612244898,0.05434782608695652,0.043478260869565216,0.1794871794871795,0.125
13,16,300,50,75,90,10,35,40,7,0,0.6842105263157894,0.9411764705882353,0.13157894736842105,0.19291338582677164,0.3783783783783784,0.3469387755102041,0.0,0.06521739130434784,0.1794871794871795,0.875
12,7,450,75,100,110,45,55,65,1,0,0.631578947368421,0.4117647058823529,0.2894736842105263,0.29133858267716534,0.5135135135135136,0.4285714285714286,0.19021739130434784,0.15217391304347827,0.30769230769230765,0.125
13,16,450,75,100,120,25,65,65,7,0,0.6842105263157894,0.9411764705882353,0.2894736842105263,0.29133858267716534,0.5135135135135136,0.46938775510204084,0.08152173913043478,0.19565217391304346,0.30769230769230765,0.875
15,7,275,55,47,52,40,40,41,1,0,0.7894736842105263,0.4117647058823529,0.10526315789473686,0.2125984251968504,0.22702702702702704,0.19183673469387758,0.16304347826086957,0.08695652173913043,0.18461538461538463,0.125
15,7,365,70,62,67,55,55,56,1,0,0.7894736842105263,0.4117647058823529,0.19999999999999998,0.27165354330708663,0.3081081081081081,0.2530612244897959,0.24456521739130435,0.15217391304347827,0.2615384615384615,0.125
15,10,505,90,92,87,75,85,76,1,0,0.7894736842105263,0.5882352941176471,0.34736842105263155,0.35039370078740156,0.4702702702702703,0.3346938775510204,0.35326086956521735,0.28260869565217395,0.3641025641025641,0.125
15,7,273,46,57,40,40,40,50,1,0,0.7894736842105263,0.4117647058823529,0.10315789473684209,0.17716535433070868,0.2810810810810811,0.14285714285714288,0.16304347826086957,0.08695652173913043,0.23076923076923075,0.125
15,7,365,61,72,57,55,55,65,1,0,0.7894736842105263,0.4117647058823529,0.19999999999999998,0.23622047244094488,0.3621621621621622,0.2122448979591837,0.24456521739130435,0.15217391304347827,0.30769230769230765,0.125
15,10,505,81,102,77,85,75,85,1,0,0.7894736842105263,0.5882352941176471,0.34736842105263155,0.31496062992125984,0.5243243243243243,0.2938775510204082,0.4076086956521739,0.2391304347826087,0.41025641025641024,0.125
5,7,323,70,45,48,60,65,35,1,0,0.2631578947368421,0.4117647058823529,0.1557894736842105,0.27165354330708663,0.21621621621621623,0.17551020408163268,0.2717391304347826,0.19565217391304346,0.15384615384615385,0.125
5,7,483,95,70,73,95,90,60,1,0,0.2631578947368421,0.4117647058823529,0.3242105263157894,0.3700787401574803,0.35135135135135137,0.27755102040816326,0.4619565217391304,0.30434782608695654,0.28205128205128205,0.125
7,7,299,38,41,40,50,65,65,1,0,0.3684210526315789,0.4117647058823529,0.13052631578947368,0.1456692913385827,0.1945945945945946,0.14285714285714288,0.21739130434782608,0.19565217391304346,0.30769230769230765,0.125
13,7,299,38,41,40,50,65,65,7,0,0.6842105263157894,0.4117647058823529,0.13052631578947368,0.1456692913385827,0.1945945945945946,0.14285714285714288,0.21739130434782608,0.19565217391304346,0.30769230769230765,0.875
7,7,505,73,76,75,81,100,100,1,0,0.3684210526315789,0.4117647058823529,0.34736842105263155,0.28346456692913385,0.3837837837837838,0.2857142857142857,0.3858695652173913,0.34782608695652173,0.4871794871794871,0.125
13,4,505,73,67,75,81,100,109,7,0,0.6842105263157894,0.23529411764705882,0.34736842105263155,0.28346456692913385,0.33513513513513515,0.2857142857142857,0.3858695652173913,0.34782608695652173,0.5333333333333333,0.875
14,4,270,115,45,20,45,25,20,1,0,0.7368421052631579,0.23529411764705882,0.1,0.44881889763779526,0.21621621621621623,0.06122448979591837,0.19021739130434784,0.021739130434782608,0.07692307692307693,0.125
14,4,435,140,70,45,85,50,45,1,0,0.7368421052631579,0.23529411764705882,0.27368421052631575,0.547244094488189,0.35135135135135137,0.163265306122449,0.4076086956521739,0.13043478260869565,0.20512820512820515,0.125
15,7,245,40,45,35,30,40,55,1,0,0.7894736842105263,0.4117647058823529,0.07368421052631577,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.10869565217391305,0.08695652173913043,0.2564102564102564,0.125
15,7,455,75,80,70,65,75,90,1,0,0.7894736842105263,0.4117647058823529,0.2947368421052632,0.29133858267716534,0.40540540540540543,0.2653061224489796,0.29891304347826086,0.2391304347826087,0.4358974358974359,0.125
11,13,320,45,50,55,75,65,30,1,0,0.5789473684210527,0.7647058823529411,0.15263157894736842,0.1732283464566929,0.24324324324324326,0.20408163265306126,0.35326086956521735,0.19565217391304346,0.12820512820512822,0.125
11,13,395,60,65,70,85,75,40,1,0,0.5789473684210527,0.7647058823529411,0.23157894736842108,0.23228346456692914,0.32432432432432434,0.2653061224489796,0.4076086956521739,0.2391304347826087,0.1794871794871795,0.125
11,13,490,75,80,85,110,90,50,1,0,0.5789473684210527,0.7647058823529411,0.331578947368421,0.29133858267716534,0.40540540540540543,0.326530612244898,0.5434782608695652,0.30434782608695654,0.23076923076923075,0.125
1,9,285,35,70,55,45,55,25,1,0,0.05263157894736842,0.5294117647058824,0.11578947368421053,0.13385826771653545,0.35135135135135137,0.20408163265306126,0.19021739130434784,0.15217391304347827,0.10256410256410256,0.125
1,9,405,60,95,80,60,80,30,1,0,0.05263157894736842,0.5294117647058824,0.24210526315789474,0.23228346456692914,0.48648648648648657,0.30612244897959184,0.2717391304347826,0.2608695652173913,0.12820512820512822,0.125
1,13,305,60,55,50,40,55,45,1,0,0.05263157894736842,0.7647058823529411,0.1368421052631579,0.23228346456692914,0.2702702702702703,0.1836734693877551,0.16304347826086957,0.15217391304347827,0.20512820512820515,0.125
1,13,450,70,65,60,90,75,90,1,0,0.05263157894736842,0.7647058823529411,0.2894736842105263,0.27165354330708663,0.32432432432432434,0.22448979591836737,0.43478260869565216,0.2391304347826087,0.4358974358974359,0.125
12,7,265,10,55,25,35,45,95,1,0,0.631578947368421,0.4117647058823529,0.09473684210526315,0.03543307086614173,0.2702702702702703,0.0816326530612245,0.1358695652173913,0.10869565217391305,0.4615384615384615,0.125
12,16,265,10,55,30,35,45,90,7,0,0.631578947368421,0.9411764705882353,0.09473684210526315,0.03543307086614173,0.2702702702702703,0.10204081632653061,0.1358695652173913,0.10869565217391305,0.4358974358974359,0.875
12,7,405,35,80,50,50,70,120,1,0,0.631578947368421,0.4117647058823529,0.24210526315789474,0.13385826771653545,0.40540540540540543,0.1836734693877551,0.21739130434782608,0.2173913043478261,0.5897435897435898,0.125
12,16,425,35,100,60,50,70,110,7,0,0.631578947368421,0.9411764705882353,0.26315789473684215,0.13385826771653545,0.5135135135135136,0.22448979591836737,0.21739130434782608,0.2173913043478261,0.5384615384615384,0.875
14,7,290,40,45,35,40,40,90,1,0,0.7368421052631579,0.4117647058823529,0.12105263157894738,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.16304347826086957,0.08695652173913043,0.4358974358974359,0.125
14,7,290,40,45,35,40,40,90,1,0,0.7368421052631579,0.4117647058823529,0.12105263157894738,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.16304347826086957,0.08695652173913043,0.4358974358974359,0.125
2,7,290,40,35,35,50,40,90,7,0,0.10526315789473684,0.4117647058823529,0.12105263157894738,0.15354330708661418,0.16216216216216217,0.12244897959183676,0.21739130434782608,0.08695652173913043,0.4358974358974359,0.875
18,7,290,50,65,55,40,40,40,8,0,0.9473684210526315,0.4117647058823529,0.12105263157894738,0.19291338582677164,0.32432432432432434,0.20408163265306126,0.16304347826086957,0.08695652173913043,0.1794871794871795,1.0
14,7,440,65,70,60,65,65,115,1,0,0.7368421052631579,0.4117647058823529,0.2789473684210526,0.25196850393700787,0.35135135135135137,0.22448979591836737,0.29891304347826086,0.19565217391304346,0.5641025641025641,0.125
2,7,440,65,60,60,75,65,115,7,0,0.10526315789473684,0.4117647058823529,0.2789473684210526,0.25196850393700787,0.2972972972972973,0.22448979591836737,0.35326086956521735,0.19565217391304346,0.5641025641025641,0.875
19,7,320,50,52,48,65,50,55,1,0,1.0,0.4117647058823529,0.15263157894736842,0.19291338582677164,0.25405405405405407,0.17551020408163268,0.29891304347826086,0.13043478260869565,0.2564102564102564,0.125
19,7,500,80,82,78,95,80,85,1,0,1.0,0.4117647058823529,0.3421052631578947,0.3110236220472441,0.41621621621621624,0.2979591836734694,0.4619565217391304,0.2608695652173913,0.41025641025641024,0.125
6,7,305,40,80,35,35,45,70,1,0,0.3157894736842105,0.4117647058823529,0.1368421052631579,0.15354330708661418,0.40540540540540543,0.12244897959183676,0.1358695652173913,0.10869565217391305,0.3333333333333333,0.125
6,7,455,65,105,60,60,70,95,1,0,0.3157894736842105,0.4117647058823529,0.2947368421052632,0.25196850393700787,0.5405405405405406,0.22448979591836737,0.2717391304347826,0.2173913043478261,0.4615384615384615,0.125
7,7,350,55,70,45,70,50,60,1,0,0.3684210526315789,0.4117647058823529,0.18421052631578946,0.2125984251968504,0.35135135135135137,0.163265306122449,0.3260869565217391,0.13043478260869565,0.28205128205128205,0.125
7,7,555,90,110,80,100,80,95,1,0,0.3684210526315789,0.4117647058823529,0.4,0.35039370078740156,0.5675675675675675,0.30612244897959184,0.48913043478260865,0.2608695652173913,0.4615384615384615,0.125
19,7,300,40,50,40,40,40,90,1,0,1.0,0.4117647058823529,0.13157894736842105,0.15354330708661418,0.24324324324324326,0.14285714285714288,0.16304347826086957,0.08695652173913043,0.4358974358974359,0.125
19,7,385,65,65,65,50,50,90,1,0,1.0,0.4117647058823529,0.22105263157894736,0.25196850393700787,0.32432432432432434,0.2448979591836735,0.21739130434782608,0.13043478260869565,0.4358974358974359,0.125
19,5,510,90,95,95,70,90,70,1,0,1.0,0.29411764705882354,0.3526315789473684,0.35039370078740156,0.48648648648648657,0.3673469387755102,0.3260869565217391,0.30434782608695654,0.3333333333333333,0.125
16,7,310,25,20,15,105,55,90,1,0,0.8421052631578947,0.4117647058823529,0.14210526315789476,0.09448818897637795,0.08108108108108109,0.04081632653061225,0.5163043478260869,0.15217391304347827,0.4358974358974359,0.125
16,7,400,40,35,30,120,70,105,1,0,0.8421052631578947,0.4117647058823529,0.23684210526315788,0.15354330708661418,0.16216216216216217,0.10204081632653061,0.5978260869565217,0.2173913043478261,0.5128205128205128,0.125
16,7,500,55,50,45,135,95,120,1,0,0.8421052631578947,0.4117647058823529,0.3421052631578947,0.2125984251968504,0.24324324324324326,0.163265306122449,0.6793478260869564,0.32608695652173914,0.5897435897435898,0.125
16,7,590,55,50,65,175,95,150,1,0,0.8421052631578947,0.4117647058823529,0.4368421052631578,0.2125984251968504,0.24324324324324326,0.2448979591836735,0.8967391304347826,0.32608695652173914,0.7435897435897436,0.125
6,7,305,70,80,50,35,35,35,1,0,0.3157894736842105,0.4117647058823529,0.1368421052631579,0.27165354330708663,0.40540540540540543,0.1836734693877551,0.1358695652173913,0.06521739130434784,0.15384615384615385,0.125
6,7,405,80,100,70,50,60,45,1,0,0.3157894736842105,0.4117647058823529,0.24210526315789474,0.3110236220472441,0.5135135135135136,0.2653061224489796,0.21739130434782608,0.17391304347826086,0.20512820512820515,0.125
6,7,505,90,130,80,65,85,55,1,0,0.3157894736842105,0.4117647058823529,0.34736842105263155,0.35039370078740156,0.6756756756756757,0.30612244897959184,0.29891304347826086,0.28260869565217395,0.2564102564102564,0.125
6,7,505,90,130,80,65,85,55,1,0,0.3157894736842105,0.4117647058823529,0.34736842105263155,0.35039370078740156,0.6756756756756757,0.30612244897959184,0.29891304347826086,0.28260869565217395,0.2564102564102564,0.125
11,13,300,50,75,35,70,30,40,1,0,0.5789473684210527,0.7647058823529411,0.13157894736842105,0.19291338582677164,0.3783783783783784,0.12244897959183676,0.3260869565217391,0.043478260869565216,0.1794871794871795,0.125
11,13,390,65,90,50,85,45,55,1,0,0.5789473684210527,0.7647058823529411,0.22631578947368422,0.25196850393700787,0.4594594594594595,0.1836734693877551,0.4076086956521739,0.10869565217391305,0.2564102564102564,0.125
11,13,490,80,105,65,100,70,70,1,0,0.5789473684210527,0.7647058823529411,0.331578947368421,0.3110236220472441,0.5405405405405406,0.2448979591836735,0.48913043478260865,0.2173913043478261,0.3333333333333333,0.125
19,13,335,40,40,35,50,100,70,1,0,1.0,0.7647058823529411,0.16842105263157894,0.15354330708661418,0.1891891891891892,0.12244897959183676,0.21739130434782608,0.34782608695652173,0.3333333333333333,0.125
19,13,515,80,70,65,80,120,100,1,0,1.0,0.7647058823529411,0.35789473684210527,0.3110236220472441,0.35135135135135137,0.2448979591836735,0.3804347826086956,0.43478260869565216,0.4871794871794871,0.125
17,10,300,40,80,100,30,30,20,1,0,0.894736842105263,0.5882352941176471,0.13157894736842105,0.15354330708661418,0.40540540540540543,0.3877551020408163,0.10869565217391305,0.043478260869565216,0.07692307692307693,0.125
17,3,300,40,80,100,30,30,20,7,0,0.894736842105263,0.1764705882352941,0.13157894736842105,0.15354330708661418,0.40540540540540543,0.3877551020408163,0.10869565217391305,0.043478260869565216,0.07692307692307693,0.875
17,10,390,55,95,115,45,45,35,1,0,0.894736842105263,0.5882352941176471,0.22631578947368422,0.2125984251968504,0.48648648648648657,0.4489795918367347,0.19021739130434784,0.10869565217391305,0.15384615384615385,0.125
17,3,390,55,95,115,45,45,35,7,0,0.894736842105263,0.1764705882352941,0.22631578947368422,0.2125984251968504,0.48648648648648657,0.4489795918367347,0.19021739130434784,0.10869565217391305,0.15384615384615385,0.875
17,10,495,80,120,130,55,65,45,1,0,0.894736842105263,0.5882352941176471,0.33684210526315783,0.3110236220472441,0.6216216216216217,0.5102040816326531,0.24456521739130435,0.19565217391304346,0.20512820512820515,0.125
17,3,495,80,120,130,55,65,45,7,0,0.894736842105263,0.1764705882352941,0.33684210526315783,0.3110236220472441,0.6216216216216217,0.5102040816326531,0.24456521739130435,0.19565217391304346,0.20512820512820515,0.875
7,7,410,50,85,55,65,65,90,1,0,0.3684210526315789,0.4117647058823529,0.2473684210526316,0.19291338582677164,0.43243243243243246,0.20408163265306126,0.29891304347826086,0.19565217391304346,0.4358974358974359,0.125
16,4,410,50,85,55,65,65,90,8,0,0.8421052631578947,0.23529411764705882,0.2473684210526316,0.19291338582677164,0.43243243243243246,0.20408163265306126,0.29891304347826086,0.19565217391304346,0.4358974358974359,1.0
7,7,500,65,100,70,80,80,105,1,0,0.3684210526315789,0.4117647058823529,0.3421052631578947,0.25196850393700787,0.5135135135135136,0.2653061224489796,0.3804347826086956,0.2608695652173913,0.5128205128205128,0.125
16,4,500,65,100,70,80,80,105,8,0,0.8421052631578947,0.23529411764705882,0.3421052631578947,0.25196850393700787,0.5135135135135136,0.2653061224489796,0.3804347826086956,0.2608695652173913,0.5128205128205128,1.0
19,14,315,90,65,65,40,40,15,1,0,1.0,0.8235294117647058,0.14736842105263157,0.35039370078740156,0.32432432432432434,0.2448979591836735,0.16304347826086957,0.08695652173913043,0.05128205128205129,0.125
16,7,315,90,65,65,40,40,15,8,0,0.8421052631578947,0.4117647058823529,0.14736842105263157,0.35039370078740156,0.32432432432432434,0.2448979591836735,0.16304347826086957,0.08695652173913043,0.05128205128205129,1.0
19,14,490,95,75,110,100,80,30,1,0,1.0,0.8235294117647058,0.331578947368421,0.3700787401574803,0.3783783783783784,0.4285714285714286,0.48913043478260865,0.2608695652173913,0.12820512820512822,0.125
15,14,490,95,100,95,100,70,30,8,0,0.7894736842105263,0.8235294117647058,0.331578947368421,0.3700787401574803,0.5135135135135136,0.3673469387755102,0.48913043478260865,0.2173913043478261,0.12820512820512822,1.0
19,14,590,95,75,180,130,80,30,1,0,1.0,0.8235294117647058,0.4368421052631578,0.3700787401574803,0.3783783783783784,0.7142857142857143,0.6521739130434783,0.2608695652173913,0.12820512820512822,0.125
4,16,325,25,35,70,95,55,45,1,0,0.21052631578947367,0.9411764705882353,0.15789473684210528,0.09448818897637795,0.16216216216216217,0.2653061224489796,0.4619565217391304,0.15217391304347827,0.20512820512820515,0.125
4,16,465,50,60,95,120,70,70,1,0,0.21052631578947367,0.9411764705882353,0.3052631578947368,0.19291338582677164,0.2972972972972973,0.3673469387755102,0.5978260869565217,0.2173913043478261,0.3333333333333333,0.125
14,7,352,52,90,55,58,62,60,1,0,0.7368421052631579,0.4117647058823529,0.18631578947368424,0.20078740157480315,0.4594594594594595,0.20408163265306126,0.2608695652173913,0.1826086956521739,0.28205128205128205,0.125
6,7,377,52,95,55,58,62,55,8,0,0.3157894736842105,0.4117647058823529,0.21263157894736842,0.20078740157480315,0.48648648648648657,0.20408163265306126,0.2608695652173913,0.1826086956521739,0.2564102564102564,1.0
14,7,310,35,85,45,35,35,75,1,0,0.7368421052631579,0.4117647058823529,0.14210526315789476,0.13385826771653545,0.43243243243243246,0.163265306122449,0.1358695652173913,0.06521739130434784,0.358974358974359,0.125
14,7,460,60,110,70,60,60,100,1,0,0.7368421052631579,0.4117647058823529,0.30000000000000004,0.23228346456692914,0.5675675675675675,0.2653061224489796,0.2717391304347826,0.17391304347826086,0.4871794871794871,0.125
19,7,325,65,45,55,45,70,45,1,0,1.0,0.4117647058823529,0.15789473684210528,0.25196850393700787,0.21621621621621623,0.20408163265306126,0.19021739130434784,0.2173913043478261,0.20512820512820515,0.125
19,11,475,90,70,80,70,95,70,1,0,1.0,0.6470588235294118,0.3157894736842105,0.35039370078740156,0.35135135135135137,0.30612244897959184,0.3260869565217391,0.32608695652173914,0.3333333333333333,0.125
15,7,325,80,80,50,40,50,25,1,0,0.7894736842105263,0.4117647058823529,0.15789473684210528,0.3110236220472441,0.40540540540540543,0.1836734693877551,0.16304347826086957,0.13043478260869565,0.10256410256410256,0.125
15,1,325,80,80,50,40,50,25,7,0,0.7894736842105263,0.058823529411764705,0.15789473684210528,0.3110236220472441,0.40540540540540543,0.1836734693877551,0.16304347826086957,0.13043478260869565,0.10256410256410256,0.875
15,7,500,105,105,75,65,100,50,1,0,0.7894736842105263,0.4117647058823529,0.3421052631578947,0.4094488188976378,0.5405405405405406,0.2857142857142857,0.29891304347826086,0.34782608695652173,0.23076923076923075,0.125
15,1,500,105,105,75,65,100,50,7,0,0.7894736842105263,0.058823529411764705,0.3421052631578947,0.4094488188976378,0.5405405405405406,0.2857142857142857,0.29891304347826086,0.34782608695652173,0.23076923076923075,0.875
19,7,305,30,65,100,45,25,40,1,0,1.0,0.4117647058823529,0.1368421052631579,0.11417322834645668,0.32432432432432434,0.3877551020408163,0.19021739130434784,0.021739130434782608,0.1794871794871795,0.125
19,11,525,50,95,180,85,45,70,1,0,1.0,0.6470588235294118,0.36842105263157887,0.19291338582677164,0.48648648648648657,0.7142857142857143,0.4076086956521739,0.10869565217391305,0.3333333333333333,0.125
9,13,310,30,35,30,100,35,80,1,0,0.47368421052631576,0.7647058823529411,0.14210526315789476,0.11417322834645668,0.16216216216216217,0.10204081632653061,0.48913043478260865,0.06521739130434784,0.3846153846153846,0.125
9,13,405,45,50,45,115,55,95,1,0,0.47368421052631576,0.7647058823529411,0.24210526315789474,0.1732283464566929,0.24324324324324326,0.163265306122449,0.5706521739130435,0.15217391304347827,0.4615384615384615,0.125
